id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
81,15594041.0,Eluemuno,615.0,France,Female,39.0,8.0,0.0,2.0,1.0,0.0,133091.32,0.0
82,15594576.0,Iloerika,680.0,France,Female,45.0,4.0,0.0,1.0,1.0,0.0,170563.73,0.0
83,15607986.0,Onyekachi,769.0,Spain,Female,34.0,4.0,0.0,1.0,1.0,1.0,1408.68,0.0
84,15570087.0,T'ien,679.0,France,Male,60.0,7.0,0.0,2.0,0.0,1.0,182081.45,0.0
85,15736990.0,Chukwuhaenye,791.0,Spain,Male,40.0,0.0,0.0,2.0,1.0,1.0,143783.46,0.0
86,15621227.0,Folliero,605.0,Spain,Female,36.0,3.0,0.0,1.0,1.0,1.0,71405.17,0.0
87,15706593.0,Clements,628.0,France,Female,49.0,2.0,0.0,1.0,0.0,0.0,8982.75,1.0
88,15618203.0,Udinese,687.0,Spain,Male,26.0,4.0,0.0,1.0,1.0,1.0,52795.56,0.0
89,15573926.0,Maclean,687.0,Germany,Male,39.0,8.0,81553.93,1.0,1.0,0.0,122268.75,1.0
90,15798861.0,Chia,602.0,Spain,Male,45.0,6.0,0.0,2.0,1.0,0.0,129936.53,0.0
91,15772073.0,Debellis,646.0,Spain,Male,38.0,5.0,0.0,2.0,1.0,0.0,53478.02,0.0
92,15702571.0,Chukwuemeka,697.0,Spain,Male,31.0,7.0,0.0,2.0,1.0,1.0,93769.89,0.0
93,15631333.0,De Bernales,850.0,France,Male,23.0,8.0,0.0,2.0,1.0,0.0,136934.91,0.0
94,15798960.0,Yobanna,794.0,France,Male,39.0,2.0,0.0,2.0,1.0,0.0,172096.08,0.0
95,15732270.0,Eluemuno,544.0,France,Female,45.0,2.0,0.0,2.0,1.0,0.0,81409.0,1.0
96,15637315.0,Nucci,695.0,France,Male,36.0,7.0,0.0,2.0,1.0,1.0,175070.94,0.0
97,15769948.0,Nnonso,537.0,France,Female,36.0,5.0,0.0,1.0,1.0,0.0,176450.19,0.0
98,15623695.0,Nwankwo,747.0,France,Female,29.0,1.0,0.0,2.0,1.0,1.0,118959.64,0.0
99,15570086.0,Tuan,730.0,Spain,Female,33.0,8.0,113873.23,1.0,1.0,0.0,150422.35,0.0
100,15618258.0,Chukwufumnanya,743.0,France,Male,37.0,8.0,0.0,2.0,1.0,1.0,83058.14,0.0
101,15713347.0,White,614.0,France,Female,32.0,1.0,0.0,2.0,1.0,0.0,823.96,0.0
102,15808851.0,Nwachukwu,615.0,France,Male,30.0,2.0,81550.94,1.0,1.0,1.0,106981.03,0.0
103,15656829.0,Nnaife,676.0,Germany,Male,36.0,9.0,114519.58,1.0,1.0,1.0,162719.69,1.0
104,15641688.0,Chiu,684.0,France,Female,39.0,2.0,0.0,2.0,1.0,1.0,65986.48,0.0
105,15589437.0,Ch'eng,627.0,Germany,Female,39.0,1.0,105663.56,1.0,1.0,1.0,194273.2,0.0
106,15609637.0,Mazzi,589.0,Germany,Male,47.0,7.0,106022.61,2.0,1.0,1.0,111184.67,0.0
107,15596939.0,Ch'iu,581.0,France,Male,32.0,2.0,0.0,2.0,1.0,0.0,937.15,0.0
108,15580912.0,Genovese,716.0,France,Female,41.0,7.0,0.0,2.0,1.0,0.0,92985.78,0.0
109,15598046.0,Hsia,554.0,France,Female,34.0,3.0,146584.19,1.0,0.0,1.0,92320.37,0.0
110,15807593.0,Ibezimako,683.0,France,Female,42.0,2.0,127864.4,2.0,1.0,1.0,158978.79,0.0
111,15769504.0,Y?an,571.0,France,Male,37.0,4.0,0.0,2.0,1.0,1.0,56794.73,0.0
112,15751788.0,Chukwualuka,694.0,Spain,Male,36.0,4.0,0.0,2.0,1.0,1.0,95623.28,0.0
113,15809616.0,Onyekachukwu,607.0,Germany,Male,34.0,3.0,128653.59,2.0,1.0,1.0,57975.8,0.0
114,15701602.0,Onio,754.0,France,Female,43.0,9.0,0.0,2.0,0.0,1.0,60972.84,0.0
115,15734987.0,K?,719.0,Spain,Male,31.0,7.0,0.0,2.0,1.0,1.0,141364.27,0.0
116,15604020.0,Nwankwo,665.0,France,Male,33.0,9.0,0.0,1.0,1.0,1.0,58440.43,1.0
117,15665524.0,Tretiakova,667.0,France,Female,40.0,9.0,0.0,2.0,1.0,0.0,116052.92,0.0
118,15638149.0,Ch'iu,595.0,Spain,Male,35.0,1.0,103700.69,1.0,1.0,1.0,145527.35,0.0
119,15677085.0,Chiawuotu,702.0,Spain,Male,43.0,2.0,0.0,2.0,1.0,0.0,133591.11,0.0
120,15686957.0,Ebelechukwu,654.0,France,Female,56.0,7.0,0.0,2.0,1.0,0.0,1713.1,1.0
121,15730579.0,Chukwumaobim,811.0,France,Male,34.0,5.0,0.0,2.0,1.0,1.0,142680.64,0.0
122,15727041.0,Nkemakonam,575.0,Germany,Male,25.0,2.0,76915.4,1.0,1.0,1.0,27150.35,0.0
123,15674750.0,Nwokezuike,624.0,France,Male,35.0,5.0,0.0,1.0,1.0,1.0,163736.09,0.0
124,15812918.0,Onwughara,652.0,France,Female,29.0,4.0,0.0,1.0,1.0,1.0,167924.41,0.0
125,15798532.0,Lucchesi,746.0,France,Male,28.0,6.0,0.0,2.0,1.0,0.0,143681.83,0.0
126,15714241.0,Martin,728.0,Germany,Female,26.0,10.0,187911.55,1.0,1.0,1.0,108469.2,0.0
127,15795947.0,Scott,648.0,France,Female,29.0,8.0,0.0,2.0,1.0,1.0,175072.47,0.0
128,15595588.0,Kuo,648.0,Spain,Male,46.0,10.0,0.0,2.0,0.0,1.0,187841.71,0.0
129,15607598.0,Olmstead,637.0,France,Male,32.0,2.0,0.0,2.0,1.0,0.0,141896.74,1.0
130,15665590.0,Nnamdi,755.0,Spain,Male,31.0,9.0,0.0,2.0,1.0,0.0,146585.29,0.0
131,15597930.0,Hsiung,550.0,Spain,Male,50.0,7.0,100913.57,1.0,1.0,1.0,186869.58,0.0
132,15591577.0,Hao,602.0,France,Male,34.0,9.0,0.0,2.0,1.0,1.0,172967.87,0.0
133,15591386.0,Chibugo,656.0,Germany,Female,40.0,9.0,123895.35,1.0,1.0,0.0,180969.55,1.0
134,15682355.0,Chiu,593.0,France,Male,37.0,2.0,0.0,2.0,1.0,0.0,158043.11,0.0
135,15583090.0,Chukwualuka,542.0,Spain,Male,30.0,1.0,0.0,2.0,1.0,0.0,102908.91,0.0
136,15693382.0,Chidubem,637.0,France,Male,51.0,6.0,0.0,1.0,1.0,1.0,175697.87,1.0
137,15793861.0,O'Donnell,669.0,France,Female,39.0,5.0,0.0,1.0,1.0,1.0,122823.84,0.0
138,15610594.0,Maclean,603.0,France,Male,33.0,3.0,0.0,2.0,1.0,0.0,179655.87,0.0
139,15754569.0,Hsing,657.0,Germany,Female,43.0,5.0,115290.24,1.0,1.0,0.0,122433.09,1.0
140,15717995.0,Chiazagomekpere,721.0,France,Male,31.0,3.0,0.0,2.0,1.0,1.0,62402.38,0.0
141,15792660.0,T'ien,731.0,France,Female,35.0,10.0,0.0,2.0,1.0,0.0,185821.41,0.0
142,15661249.0,Genovesi,682.0,France,Female,34.0,0.0,0.0,2.0,1.0,0.0,153392.28,0.0
143,15793723.0,Tien,696.0,Germany,Female,42.0,5.0,125512.98,2.0,1.0,0.0,119439.66,0.0
144,15673439.0,Maclean,592.0,France,Male,36.0,5.0,0.0,2.0,0.0,1.0,112366.98,0.0
145,15778192.0,H?,724.0,France,Male,28.0,2.0,116574.81,1.0,1.0,1.0,158887.09,0.0
146,15585961.0,Eluemuno,661.0,France,Female,23.0,8.0,0.0,2.0,1.0,0.0,136079.64,1.0
147,15700813.0,Chukwudi,682.0,France,Female,32.0,8.0,0.0,1.0,1.0,1.0,163830.64,0.0
148,15796834.0,Onyemere,669.0,Spain,Male,34.0,8.0,0.0,2.0,1.0,1.0,80552.36,0.0
149,15778861.0,Pinto,645.0,Spain,Female,41.0,10.0,0.0,1.0,1.0,1.0,166677.35,0.0
150,15625944.0,Hsieh,593.0,France,Male,37.0,7.0,88915.85,1.0,1.0,0.0,78970.58,0.0
151,15603764.0,Goliwe,649.0,Spain,Female,57.0,0.0,0.0,1.0,0.0,1.0,151902.78,1.0
152,15603743.0,Onwuamaeze,638.0,France,Female,39.0,6.0,93616.35,1.0,1.0,1.0,128882.66,0.0
153,15603764.0,Lo Duca,559.0,France,Female,51.0,5.0,0.0,1.0,1.0,1.0,119368.99,1.0
154,15615032.0,Ritchie,716.0,France,Female,37.0,8.0,0.0,1.0,1.0,0.0,176712.59,1.0
155,15774155.0,Scott,562.0,Spain,Male,32.0,4.0,154733.97,1.0,1.0,0.0,148516.73,0.0
156,15629002.0,Laidley,615.0,Spain,Male,35.0,8.0,0.0,2.0,1.0,0.0,176750.81,0.0
157,15765173.0,Nwora,579.0,Spain,Female,37.0,5.0,0.0,1.0,1.0,0.0,86950.72,0.0
158,15793949.0,Ndubueze,682.0,France,Male,37.0,4.0,0.0,2.0,1.0,0.0,72318.77,0.0
159,15691483.0,Calabrese,713.0,France,Male,39.0,2.0,0.0,2.0,1.0,1.0,182692.9,0.0
160,15571940.0,Chukwufumnanya,732.0,France,Female,38.0,3.0,0.0,1.0,1.0,0.0,57898.58,0.0
161,15583493.0,Chikwendu,595.0,France,Male,33.0,2.0,0.0,2.0,1.0,1.0,74878.46,0.0
162,15609824.0,Milani,708.0,Germany,Male,45.0,9.0,118626.55,1.0,1.0,0.0,170142.09,1.0
163,15802368.0,Nwokike,652.0,France,Male,25.0,1.0,120150.04,1.0,1.0,0.0,193995.37,0.0
164,15757837.0,Ch'ang,757.0,Spain,Male,28.0,9.0,0.0,1.0,1.0,0.0,126812.63,0.0
165,15781689.0,Lettiere,712.0,France,Female,31.0,2.0,0.0,2.0,1.0,1.0,134878.19,0.0
166,15726695.0,Milanesi,595.0,France,Male,28.0,2.0,103430.11,1.0,1.0,0.0,146700.22,0.0
167,15781647.0,Tien,638.0,France,Male,29.0,4.0,83772.95,1.0,1.0,1.0,1408.68,0.0
168,15702741.0,Palermo,850.0,Spain,Female,55.0,2.0,0.0,2.0,0.0,1.0,176902.83,0.0
169,15791321.0,Onyemere,685.0,France,Male,43.0,5.0,0.0,1.0,0.0,1.0,168816.22,1.0
170,15745399.0,Ts'ui,556.0,France,Female,30.0,1.0,0.0,2.0,1.0,1.0,177747.03,0.0
171,15626882.0,T'ang,708.0,Germany,Male,37.0,2.0,153760.02,1.0,0.0,0.0,151336.72,1.0
172,15690164.0,Palerma,535.0,Germany,Male,40.0,2.0,148564.66,2.0,0.0,0.0,81898.81,0.0
173,15665088.0,Estrada,617.0,Spain,Male,40.0,8.0,119336.29,1.0,0.0,1.0,131647.31,0.0
174,15808780.0,Y?,635.0,France,Male,32.0,2.0,0.0,2.0,1.0,1.0,138871.12,0.0
175,15576676.0,Pinto,652.0,France,Male,49.0,3.0,0.0,2.0,1.0,1.0,54474.48,0.0
176,15688760.0,Mazzi,581.0,France,Male,35.0,2.0,0.0,2.0,1.0,1.0,59905.29,0.0
177,15656592.0,Ts'ui,704.0,Spain,Male,37.0,2.0,0.0,2.0,0.0,1.0,140881.2,0.0
178,15752984.0,Tretiakova,703.0,France,Male,47.0,4.0,0.0,2.0,1.0,0.0,169719.35,0.0
179,15777045.0,Pinto,646.0,Spain,Male,28.0,1.0,0.0,2.0,1.0,1.0,121866.87,0.0
180,15803378.0,Chidubem,476.0,France,Male,42.0,7.0,0.0,2.0,0.0,1.0,95957.09,0.0
181,15578089.0,Maclean,669.0,France,Male,40.0,7.0,0.0,2.0,1.0,0.0,56908.41,0.0
182,15688868.0,Mancini,671.0,Germany,Male,39.0,4.0,137937.95,1.0,1.0,0.0,184856.89,0.0
183,15621440.0,T'ao,594.0,France,Female,25.0,4.0,0.0,1.0,1.0,0.0,51112.8,0.0
184,15747649.0,L?,703.0,Spain,Female,30.0,5.0,0.0,2.0,1.0,1.0,79888.78,0.0
185,15697310.0,Chukwudi,554.0,France,Female,22.0,7.0,0.0,2.0,0.0,1.0,139048.0,0.0
186,15771270.0,Gell,756.0,Germany,Male,33.0,0.0,89799.71,2.0,1.0,1.0,154775.7,0.0
187,15801488.0,Chukwuebuka,693.0,France,Male,30.0,3.0,0.0,2.0,1.0,1.0,151871.84,0.0
188,15788022.0,Yermakova,559.0,France,Male,30.0,6.0,172463.45,1.0,0.0,1.0,100750.03,0.0
189,15641585.0,Chukwudi,565.0,France,Female,46.0,3.0,0.0,1.0,0.0,0.0,75632.78,1.0
190,15699450.0,Chidubem,645.0,France,Male,35.0,9.0,0.0,2.0,0.0,1.0,83022.92,0.0
191,15756920.0,Eluemuno,609.0,Spain,Male,34.0,6.0,0.0,2.0,1.0,0.0,132418.59,0.0
192,15603743.0,Chin,752.0,France,Male,26.0,4.0,0.0,1.0,1.0,1.0,170980.86,0.0
193,15671334.0,Kuo,756.0,France,Female,39.0,7.0,156823.7,1.0,1.0,0.0,53394.12,1.0
194,15747503.0,Onyemauchechukwu,695.0,Spain,Male,34.0,7.0,0.0,2.0,1.0,1.0,61257.83,0.0
195,15774743.0,Chukwudi,658.0,France,Male,29.0,10.0,0.0,2.0,1.0,0.0,153727.32,0.0
196,15800517.0,Udegbulam,718.0,France,Male,54.0,3.0,0.0,1.0,1.0,0.0,68860.3,1.0
197,15710257.0,McIntyre,562.0,Spain,Male,39.0,8.0,0.0,1.0,0.0,1.0,82522.61,0.0
198,15688868.0,Hsiung,709.0,Germany,Male,43.0,0.0,141547.31,1.0,1.0,0.0,146637.45,1.0
199,15611961.0,Hs?,694.0,France,Female,34.0,1.0,0.0,2.0,0.0,0.0,187811.71,0.0
200,15736413.0,Chidiegwu,553.0,Germany,Male,54.0,9.0,117300.02,1.0,1.0,0.0,132038.65,1.0
201,15592229.0,Hsieh,642.0,France,Male,50.0,6.0,154969.79,1.0,1.0,1.0,187976.88,0.0
202,15607577.0,Ting,678.0,France,Male,32.0,6.0,0.0,2.0,1.0,0.0,86981.45,0.0
203,15684461.0,Tien,598.0,France,Male,40.0,1.0,0.0,1.0,1.0,0.0,176925.21,1.0
204,15665524.0,Lombardi,634.0,France,Male,35.0,6.0,114268.85,1.0,1.0,1.0,91036.74,0.0
205,15756570.0,Ch'ang,774.0,Spain,Female,34.0,5.0,0.0,2.0,0.0,1.0,48357.9,0.0
206,15770498.0,Kosisochukwu,597.0,France,Male,23.0,5.0,0.0,2.0,0.0,1.0,53784.22,0.0
207,15671172.0,Hsu,556.0,Germany,Female,41.0,7.0,124495.98,2.0,1.0,1.0,142513.5,0.0
208,15654975.0,Fanucci,613.0,France,Male,30.0,7.0,102989.83,1.0,1.0,1.0,85890.75,0.0
209,15700174.0,Milano,587.0,France,Male,29.0,5.0,0.0,2.0,1.0,1.0,80181.12,0.0
210,15762268.0,Bellucci,675.0,France,Female,41.0,2.0,0.0,2.0,1.0,1.0,146636.44,0.0
211,15754053.0,Johnson,561.0,France,Female,48.0,7.0,0.0,2.0,1.0,1.0,179655.87,0.0
212,15758073.0,Ma,732.0,France,Male,38.0,4.0,0.0,2.0,1.0,1.0,72643.95,0.0
213,15601796.0,Iredale,572.0,France,Female,25.0,5.0,0.0,2.0,1.0,1.0,161559.12,0.0
214,15686835.0,Pagnotto,751.0,Spain,Male,32.0,7.0,0.0,2.0,0.0,1.0,95611.47,0.0
215,15750458.0,Ting,724.0,France,Male,34.0,7.0,0.0,2.0,1.0,0.0,132719.8,0.0
216,15807595.0,Toscani,697.0,Spain,Male,28.0,10.0,0.0,2.0,1.0,1.0,132298.48,0.0
217,15722692.0,Hsieh,584.0,Spain,Male,20.0,4.0,0.0,2.0,1.0,1.0,181208.47,0.0
218,15666856.0,Chineze,526.0,Spain,Male,47.0,1.0,0.0,1.0,0.0,0.0,155870.82,1.0
219,15795579.0,Chukwuemeka,611.0,Germany,Female,52.0,7.0,135903.33,1.0,1.0,0.0,19231.98,1.0
220,15792461.0,Nnachetam,622.0,France,Female,42.0,1.0,0.0,2.0,1.0,1.0,162515.17,0.0
221,15775104.0,Ts'ui,733.0,France,Male,41.0,4.0,96473.59,1.0,0.0,0.0,58814.41,0.0
222,15722293.0,Nkemjika,544.0,France,Male,31.0,7.0,0.0,2.0,1.0,0.0,137519.92,0.0
223,15746410.0,Ch'eng,584.0,France,Female,40.0,7.0,85891.55,1.0,1.0,1.0,168415.61,0.0
224,15616168.0,Ts'ao,637.0,France,Male,38.0,4.0,0.0,2.0,1.0,1.0,180829.99,0.0
225,15799600.0,Macintyre,604.0,France,Female,29.0,2.0,0.0,1.0,0.0,0.0,123587.85,0.0
226,15574537.0,P'eng,720.0,Spain,Female,47.0,8.0,0.0,1.0,1.0,0.0,160976.85,1.0
227,15654025.0,Chukwufumnanya,677.0,France,Male,29.0,4.0,0.0,2.0,1.0,0.0,148527.56,0.0
228,15666884.0,Trevisani,675.0,France,Male,37.0,1.0,0.0,2.0,1.0,1.0,59469.41,0.0
229,15610653.0,Walker,705.0,France,Female,32.0,4.0,102278.85,1.0,1.0,1.0,138350.51,0.0
230,15677052.0,Okonkwo,668.0,Germany,Female,38.0,6.0,152264.81,2.0,1.0,1.0,140166.95,0.0
231,15647838.0,O'Loghlen,775.0,France,Male,38.0,1.0,88594.93,1.0,0.0,1.0,75927.35,0.0
232,15656597.0,Ugorji,850.0,France,Male,38.0,6.0,121629.22,1.0,0.0,1.0,61290.99,0.0
233,15749671.0,Kao,544.0,France,Male,32.0,2.0,0.0,2.0,1.0,0.0,83092.25,0.0
234,15642710.0,Maclean,615.0,France,Male,37.0,4.0,0.0,2.0,0.0,1.0,54487.43,0.0
235,15700476.0,Aksenov,691.0,France,Female,29.0,2.0,0.0,2.0,1.0,0.0,72949.74,0.0
236,15677739.0,Genovese,633.0,France,Male,40.0,7.0,0.0,2.0,0.0,1.0,169921.11,0.0
237,15795519.0,Nnamutaezinwa,473.0,France,Male,24.0,10.0,0.0,2.0,1.0,0.0,161241.65,0.0
238,15588854.0,Iweobiegbunam,714.0,France,Male,39.0,9.0,0.0,1.0,1.0,0.0,140198.69,0.0
239,15716994.0,Ugorji,678.0,Spain,Male,47.0,2.0,0.0,2.0,0.0,0.0,75884.65,0.0
240,15707025.0,Mazzi,633.0,France,Male,34.0,10.0,0.0,2.0,0.0,0.0,48876.84,0.0
